"資料集提供機關","資料集名稱","瀏覽次數","下載次數","資料集評分"
"嘉義縣朴子地政事務所","嘉義縣朴子地政事務所-員工專區-政風業務-財產申報","100","11",""
"嘉義縣朴子地政事務所","嘉義縣朴子地政事務所-預留","107","13",""
"嘉義縣朴子地政事務所","嘉義縣朴子地政事務所-員工專區-其他表單","104","15",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-首頁快速連結","111","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-民意交流-常見問答","124","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-申辦項目","120","13",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-檔案應用服務-閱覽申請書","118","12",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-檔案應用服務-閱覽抄錄複製作業流程","103","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-志工服務園地-志工園地","106","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-志工服務園地-志工服務相關法規","99","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-便民服務-志工服務園地-活動花絮","129","13",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-中央法規及地方自治法規","128","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-解釋性規定及裁量基準","114","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-施政計劃與業務統計","106","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-行政指導文書","103","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-預算及決算書","117","12",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-公共工程及採購契約","108","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-請願處理及訴願決定","117","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-支付或接受補助","101","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-政府公開資訊-合議制機關會議紀錄","104","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-公佈欄-最新消息","105","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-公佈欄-影片專區","108","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-網站連結-戶政事務所","118","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-網站連結-縣鄉鎮市公所","114","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-網站連結-嘉義縣政府所屬機關","117","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-網站連結-嘉義縣學校相關","133","15",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-村里鄰人口數-布袋鎮村里鄰人口數","143","17",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-村里鄰人口數-六腳鄉村里鄰人口數","127","13",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-村里鄰人口數-東石鄉村里鄰人口數","126","17",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-村里鄰人口數-義竹鄉村里鄰人口數","131","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-戶籍登記人口數-布袋鎮戶籍登記人口數","136","14",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-戶籍登記人口數-六腳鄉戶籍登記人口數","107","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-戶籍登記人口數-東石鄉戶籍登記人口數","143","18",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-戶籍登記人口數-義竹鄉戶籍登記人口數","124","12",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別年齡人口數-布袋鎮性別年齡層人口數","142","18",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別年齡人口數-六腳鄉性別年齡層人口數","98","11",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別年齡人口數-東石鄉性別年齡層人口數","102","12",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別年齡人口數-義竹鄉性別年齡層人口數","103","15",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-原住民人口數-布袋鎮原住民人口數","150","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-原住民人口數-六腳鄉原住民人口數","107","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-原住民人口數-東石鄉原住民人口數","123","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-原住民人口數-義竹鄉原住民人口數","115","5",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別、年齡及教育程度統計-布袋鎮性別、年齡及教育程度統計","118","11",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別、年齡及教育程度統計-六腳鄉性別、年齡及教育程度統計","108","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別、年齡及教育程度統計-東石鄉性別、年齡及教育程度統計","132","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別、年齡及教育程度統計-義竹鄉性別、年齡及教育程度統計","108","9",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-村里鄰人口數-朴子市村里鄰人口數","185","11",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-戶籍登記人口數-朴子市戶籍登記人口數","155","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別年齡人口數-朴子市性別年齡層人口數","167","11",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-原住民人口數-朴子市原住民人口數","115","10",""
"嘉義縣朴子戶政事務所","嘉義縣朴子戶政事務所-人口統計-性別、年齡及教育程度統計-朴子市性別、年齡及教育程度統計","118","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-民意交流-常見問答","121","15",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-便民服務-表單下載","127","11",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-民國93年後戶籍登記人口數","149","16",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-便民服務-志工服務","121","13",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-志工服務園地-志工服務相關法規","113","14",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-志工服務園地-活動花絮","113","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-法令規章-案例分享","126","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-法令規章-法令宣導","105","15",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-中央法規及地方自治法規","102","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-解釋性規定及裁量基準","143","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-組織職掌與聯絡","123","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-施政計劃與業務統計","120","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-行政指導文書","109","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-預算及決算書","128","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-公共工程及採購契約","116","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-請願處理及訴願決定","110","13",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-支付或接受補助","121","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-政府公開資訊-合議制機關會議紀錄","108","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-網站連結-戶政事務所","108","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-網站連結-鄉鎮市公所","116","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-網站連結-所屬機關","104","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-網站連結-嘉義縣學校相關","105","6",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-網站連結-網站連結","99","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-訊息公告-最新消息","109","13",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-公佈欄-影片專區","117","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-訊息公告-本所公告","115","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-便民服務-檔案應用服務-檔案應用申請書及範例","102","8",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-便民服務-檔案應用服務-檔案應用申請作業流程","115","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-便民服務-檔案應用服務-檔案相關網站","106","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-首頁快捷服務","99","8",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-首頁友站連結","114","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-竹崎鄉村里鄰人口數","149","12",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-梅山鄉村里鄰人口數","130","18",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-番路鄉村里鄰人口數","110","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-大埔鄉村里鄰人口數","120","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-阿里山鄉村里鄰人口數","111","14",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-竹崎鄉戶籍登記人口數","114","11",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-梅山鄉戶籍登記人口數","122","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-番路鄉戶籍登記人口數","156","16",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-大埔鄉戶籍登記人口數","148","11",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-阿里山鄉戶籍登記人口數","119","13",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-竹崎鄉性別年齡層人口數","130","11",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-梅山鄉性別年齡層人口數","121","8",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-番路鄉性別年齡層人口數","108","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-大埔鄉性別年齡層人口數","109","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-阿里山鄉性別年齡層人口數","141","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-原住民人口數-梅山鄉原住民人口數","152","14",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-原住民人口數-番路鄉原住民人口數","122","10",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-原住民人口數-大埔鄉原住民人口數","112","9",""
"嘉義縣竹崎戶政事務所","嘉義縣竹崎戶政事務所-人口統計-原住民人口數-阿里山鄉原住民人口數","119","11",""
